Time,Hour_of_Year,Hour_of_Day,Month,Temperature,Wind_Speed,Wind_Direction,DNI,DHI,GHI,Precipitable_Water,Streamflow_m3_s,Base_Load_kW,Lighting_Plugs_kW,Induction_Range_kW,Total_Electrical_Load_kW,DHW_Demand_Liters
2024-10-10 04:00:00,6797,4,10,,,,,,,,0.005,0.38,0.06,0.0,0.44,0.0
2024-10-10 05:00:00,6798,5,10,,,,,,,,0.005,0.36,0.22,0.0,0.58,0.0
2024-10-10 06:00:00,6799,6,10,,,,,,,,0.005,0.35,0.37,0.78,1.51,22.0
2024-10-10 07:00:00,6800,7,10,,,,,,,,0.005,0.36,0.45,0.22,1.03,24.6
2024-10-10 08:00:00,6801,8,10,,,,,,,,0.005,0.36,0.32,0.5,1.18,50.9
2024-10-10 09:00:00,6802,9,10,,,,,,,,0.005,0.37,0.18,0.0,0.55,0.0
2024-10-10 10:00:00,6803,10,10,,,,,,,,0.005,0.35,0.07,0.0,0.43,0.0
2024-10-10 11:00:00,6804,11,10,,,,,,,,0.005,0.38,0.1,0.0,0.48,0.0
2024-10-10 12:00:00,6805,12,10,,,,,,,,0.005,0.39,0.02,0.0,0.41,0.0
2024-10-10 13:00:00,6806,13,10,,,,,,,,0.005,0.39,0.05,0.0,0.44,0.0
2024-10-10 14:00:00,6807,14,10,,,,,,,,0.005,0.39,0.09,0.0,0.48,0.0
2024-10-10 15:00:00,6808,15,10,,,,,,,,0.005,0.4,0.11,0.0,0.5,0.0
2024-10-10 16:00:00,6809,16,10,,,,,,,,0.005,0.4,0.22,0.0,0.62,0.0
2024-10-10 17:00:00,6810,17,10,,,,,,,,0.005,0.37,0.44,1.27,2.08,18.8
2024-10-10 18:00:00,6811,18,10,,,,,,,,0.005,0.38,0.61,1.37,2.35,26.9
2024-10-10 19:00:00,6812,19,10,,,,,,,,0.005,0.37,0.67,1.66,2.7,3.9
2024-10-10 20:00:00,6813,20,10,,,,,,,,0.005,0.38,0.62,0.0,1.01,0.0
2024-10-10 21:00:00,6814,21,10,,,,,,,,0.005,0.36,0.39,0.0,0.75,0.0
2024-10-10 22:00:00,6815,22,10,,,,,,,,0.011,0.39,0.29,0.0,0.68,0.0
2024-10-10 23:00:00,6816,23,10,,,,,,,,0.005,0.36,0.09,0.0,0.44,0.0
2024-10-11 00:00:00,6817,0,10,,,,,,,,0.005,0.4,0.03,0.0,0.42,0.0
2024-10-11 01:00:00,6818,1,10,,,,,,,,0.005,0.36,0.05,0.0,0.41,0.0
2024-10-11 02:00:00,6819,2,10,,,,,,,,0.005,0.39,0.04,0.0,0.42,0.0
2024-10-11 03:00:00,6820,3,10,,,,,,,,0.005,0.37,0.03,0.0,0.4,0.0
2024-10-11 04:00:00,6821,4,10,,,,,,,,0.005,0.38,0.13,0.0,0.51,0.0
2024-10-11 05:00:00,6822,5,10,,,,,,,,0.005,0.37,0.19,0.0,0.56,0.0
2024-10-11 06:00:00,6823,6,10,,,,,,,,0.005,0.36,0.38,1.12,1.86,29.3
2024-10-11 07:00:00,6824,7,10,,,,,,,,0.005,0.4,0.47,0.25,1.12,8.6
2024-10-11 08:00:00,6825,8,10,,,,,,,,0.005,0.38,0.33,0.68,1.39,39.0
2024-10-11 09:00:00,6826,9,10,,,,,,,,0.005,0.37,0.17,0.0,0.53,0.0
2024-10-11 10:00:00,6827,10,10,,,,,,,,0.005,0.38,0.15,0.0,0.53,0.0
2024-10-11 11:00:00,6828,11,10,,,,,,,,0.005,0.36,0.09,0.0,0.45,0.0
2024-10-11 12:00:00,6829,12,10,,,,,,,,0.008,0.35,0.04,0.0,0.39,0.0
2024-10-11 13:00:00,6830,13,10,,,,,,,,0.005,0.39,0.08,0.0,0.47,0.0
2024-10-11 14:00:00,6831,14,10,,,,,,,,0.005,0.4,0.1,0.0,0.5,0.0
2024-10-11 15:00:00,6832,15,10,,,,,,,,0.005,0.4,0.16,0.0,0.56,0.0
2024-10-11 16:00:00,6833,16,10,,,,,,,,0.005,0.39,0.28,0.0,0.67,0.0
2024-10-11 17:00:00,6834,17,10,,,,,,,,0.005,0.39,0.41,1.19,1.99,6.0
2024-10-11 18:00:00,6835,18,10,,,,,,,,0.005,0.36,0.56,1.32,2.25,3.6
2024-10-11 19:00:00,6836,19,10,,,,,,,,0.005,0.36,0.64,2.3,3.3,17.8
2024-10-11 20:00:00,6837,20,10,,,,,,,,0.005,0.36,0.58,0.0,0.93,0.0
2024-10-11 21:00:00,6838,21,10,,,,,,,,0.005,0.37,0.4,0.0,0.77,0.0
2024-10-11 22:00:00,6839,22,10,,,,,,,,0.005,0.37,0.21,0.0,0.59,0.0
2024-10-11 23:00:00,6840,23,10,,,,,,,,0.006,0.38,0.16,0.0,0.54,0.0
2024-10-12 00:00:00,6841,0,10,,,,,,,,0.005,0.36,0.09,0.0,0.45,0.0
2024-10-12 01:00:00,6842,1,10,,,,,,,,0.014,0.35,0.09,0.0,0.44,0.0
2024-10-12 02:00:00,6843,2,10,,,,,,,,0.005,0.36,0.03,0.0,0.39,0.0
2024-10-12 03:00:00,6844,3,10,,,,,,,,0.005,0.35,0.02,0.0,0.38,0.0
2024-10-12 04:00:00,6845,4,10,,,,,,,,0.005,0.39,0.1,0.0,0.49,0.0
2024-10-12 05:00:00,6846,5,10,,,,,,,,0.005,0.36,0.19,0.0,0.54,0.0
2024-10-12 06:00:00,6847,6,10,,,,,,,,0.005,0.39,0.37,0.87,1.62,48.3
2024-10-12 07:00:00,6848,7,10,,,,,,,,0.018,0.36,0.46,0.49,1.31,50.9
2024-10-12 08:00:00,6849,8,10,,,,,,,,0.005,0.37,0.4,1.1,1.88,22.1
2024-10-12 09:00:00,6850,9,10,,,,,,,,0.005,0.36,0.24,0.0,0.61,0.0
2024-10-12 10:00:00,6851,10,10,,,,,,,,0.005,0.38,0.06,0.0,0.44,0.0
2024-10-12 11:00:00,6852,11,10,,,,,,,,0.005,0.36,0.02,0.0,0.38,0.0
2024-10-12 12:00:00,6853,12,10,,,,,,,,0.005,0.38,0.1,0.0,0.48,0.0
2024-10-12 13:00:00,6854,13,10,,,,,,,,0.005,0.38,0.04,0.0,0.42,0.0
2024-10-12 14:00:00,6855,14,10,,,,,,,,0.005,0.37,0.11,0.0,0.48,0.0
2024-10-12 15:00:00,6856,15,10,,,,,,,,0.005,0.37,0.1,0.0,0.48,0.0
2024-10-12 16:00:00,6857,16,10,,,,,,,,0.005,0.36,0.28,0.0,0.64,0.0
2024-10-12 17:00:00,6858,17,10,,,,,,,,0.005,0.39,0.37,1.19,1.95,5.3
2024-10-12 18:00:00,6859,18,10,,,,,,,,0.005,0.38,0.54,1.13,2.05,2.1
2024-10-12 19:00:00,6860,19,10,,,,,,,,0.005,0.36,0.68,1.94,2.98,18.1
2024-10-12 20:00:00,6861,20,10,,,,,,,,0.005,0.4,0.62,0.0,1.01,0.0
2024-10-12 21:00:00,6862,21,10,,,,,,,,0.005,0.38,0.41,0.0,0.79,0.0
2024-10-12 22:00:00,6863,22,10,,,,,,,,0.005,0.36,0.21,0.0,0.57,0.0
2024-10-12 23:00:00,6864,23,10,,,,,,,,0.005,0.36,0.15,0.0,0.51,0.0
2024-10-13 00:00:00,6865,0,10,,,,,,,,0.005,0.36,0.01,0.0,0.37,0.0
2024-10-13 01:00:00,6866,1,10,,,,,,,,0.005,0.36,0.07,0.0,0.43,0.0
2024-10-13 02:00:00,6867,2,10,,,,,,,,0.005,0.36,0.06,0.0,0.43,0.0
2024-10-13 03:00:00,6868,3,10,,,,,,,,0.005,0.39,0.06,0.0,0.45,0.0
2024-10-13 04:00:00,6869,4,10,,,,,,,,0.005,0.38,0.12,0.0,0.5,0.0
2024-10-13 05:00:00,6870,5,10,,,,,,,,0.005,0.36,0.23,0.0,0.59,0.0
2024-10-13 06:00:00,6871,6,10,,,,,,,,0.005,0.4,0.38,0.35,1.12,44.7
2024-10-13 07:00:00,6872,7,10,,,,,,,,0.005,0.35,0.41,0.89,1.65,40.1
2024-10-13 08:00:00,6873,8,10,,,,,,,,0.005,0.38,0.33,0.62,1.33,49.4
2024-10-13 09:00:00,6874,9,10,,,,,,,,0.005,0.38,0.26,0.0,0.64,0.0
2024-10-13 10:00:00,6875,10,10,,,,,,,,0.005,0.38,0.14,0.0,0.51,0.0
2024-10-13 11:00:00,6876,11,10,,,,,,,,0.005,0.38,0.05,0.0,0.43,0.0
2024-10-13 12:00:00,6877,12,10,,,,,,,,0.005,0.37,0.08,0.0,0.45,0.0
2024-10-13 13:00:00,6878,13,10,,,,,,,,0.005,0.4,0.01,0.0,0.4,0.0
2024-10-13 14:00:00,6879,14,10,,,,,,,,0.005,0.38,0.08,0.0,0.46,0.0
2024-10-13 15:00:00,6880,15,10,,,,,,,,0.005,0.37,0.08,0.0,0.45,0.0
2024-10-13 16:00:00,6881,16,10,,,,,,,,0.005,0.39,0.24,0.0,0.63,0.0
2024-10-13 17:00:00,6882,17,10,,,,,,,,0.005,0.39,0.44,2.46,3.29,8.0
2024-10-13 18:00:00,6883,18,10,,,,,,,,0.005,0.39,0.58,0.55,1.52,18.2
2024-10-13 19:00:00,6884,19,10,,,,,,,,0.005,0.38,0.63,0.64,1.65,18.2
2024-10-13 20:00:00,6885,20,10,,,,,,,,0.009,0.35,0.61,0.0,0.96,0.0
2024-10-13 21:00:00,6886,21,10,,,,,,,,0.005,0.4,0.44,0.0,0.84,0.0
2024-10-13 22:00:00,6887,22,10,,,,,,,,0.005,0.39,0.28,0.0,0.67,0.0
2024-10-13 23:00:00,6888,23,10,,,,,,,,0.007,0.4,0.14,0.0,0.54,0.0
2024-10-14 00:00:00,6889,0,10,,,,,,,,0.005,0.36,0.07,0.0,0.43,0.0
2024-10-14 01:00:00,6890,1,10,,,,,,,,0.005,0.4,0.08,0.0,0.48,0.0
2024-10-14 02:00:00,6891,2,10,,,,,,,,0.005,0.4,0.04,0.0,0.44,0.0
2024-10-14 03:00:00,6892,3,10,,,,,,,,0.005,0.37,0.06,0.0,0.43,0.0
2024-10-14 04:00:00,6893,4,10,,,,,,,,0.005,0.35,0.12,0.0,0.47,0.0
2024-10-14 05:00:00,6894,5,10,,,,,,,,0.005,0.38,0.21,0.0,0.59,0.0
2024-10-14 06:00:00,6895,6,10,,,,,,,,0.005,0.38,0.33,0.45,1.17,40.8
2024-10-14 07:00:00,6896,7,10,,,,,,,,0.005,0.38,0.5,0.65,1.52,46.6
2024-10-14 08:00:00,6897,8,10,,,,,,,,0.005,0.37,0.41,0.75,1.52,22.9
2024-10-14 09:00:00,6898,9,10,,,,,,,,0.005,0.35,0.25,0.0,0.6,0.0
2024-10-14 10:00:00,6899,10,10,,,,,,,,0.005,0.38,0.14,0.0,0.52,0.0
2024-10-14 11:00:00,6900,11,10,,,,,,,,0.005,0.37,0.04,0.0,0.4,0.0
2024-10-14 12:00:00,6901,12,10,,,,,,,,0.005,0.35,0.08,0.0,0.44,0.0
2024-10-14 13:00:00,6902,13,10,,,,,,,,0.005,0.36,0.03,0.0,0.39,0.0
2024-10-14 14:00:00,6903,14,10,,,,,,,,0.005,0.39,0.11,0.0,0.5,0.0
2024-10-14 15:00:00,6904,15,10,,,,,,,,0.011,0.39,0.1,0.0,0.49,0.0
2024-10-14 16:00:00,6905,16,10,,,,,,,,0.005,0.39,0.29,0.0,0.68,0.0
2024-10-14 17:00:00,6906,17,10,,,,,,,,0.005,0.35,0.41,2.03,2.8,8.2
2024-10-14 18:00:00,6907,18,10,,,,,,,,0.005,0.36,0.56,0.62,1.53,26.0
2024-10-14 19:00:00,6908,19,10,,,,,,,,0.005,0.36,0.69,2.0,3.05,18.6
2024-10-14 20:00:00,6909,20,10,,,,,,,,0.052,0.4,0.61,0.0,1.01,0.0
2024-10-14 21:00:00,6910,21,10,,,,,,,,0.005,0.36,0.44,0.0,0.8,0.0
2024-10-14 22:00:00,6911,22,10,,,,,,,,0.005,0.4,0.24,0.0,0.64,0.0
2024-10-14 23:00:00,6912,23,10,,,,,,,,0.007,0.38,0.11,0.0,0.5,0.0
2024-10-15 00:00:00,6913,0,10,,,,,,,,0.005,0.35,0.02,0.0,0.37,0.0
2024-10-15 01:00:00,6914,1,10,,,,,,,,0.005,0.37,0.1,0.0,0.47,0.0
2024-10-15 02:00:00,6915,2,10,,,,,,,,0.005,0.39,0.05,0.0,0.44,0.0
2024-10-15 03:00:00,6916,3,10,,,,,,,,0.005,0.35,0.1,0.0,0.45,0.0
2024-10-15 04:00:00,6917,4,10,,,,,,,,0.01,0.38,0.1,0.0,0.48,0.0
2024-10-15 05:00:00,6918,5,10,,,,,,,,0.005,0.37,0.22,0.0,0.59,0.0
2024-10-15 06:00:00,6919,6,10,,,,,,,,0.005,0.36,0.37,0.43,1.16,26.7
2024-10-15 07:00:00,6920,7,10,,,,,,,,0.005,0.38,0.5,1.12,1.99,11.4
2024-10-15 08:00:00,6921,8,10,,,,,,,,0.005,0.39,0.34,0.31,1.04,35.6
2024-10-15 09:00:00,6922,9,10,,,,,,,,0.005,0.39,0.17,0.0,0.56,0.0
2024-10-15 10:00:00,6923,10,10,,,,,,,,0.005,0.36,0.11,0.0,0.47,0.0
2024-10-15 11:00:00,6924,11,10,,,,,,,,0.009,0.37,0.04,0.0,0.41,0.0
2024-10-15 12:00:00,6925,12,10,,,,,,,,0.005,0.37,0.04,0.0,0.4,0.0
2024-10-15 13:00:00,6926,13,10,,,,,,,,0.005,0.39,0.1,0.0,0.49,0.0
2024-10-15 14:00:00,6927,14,10,,,,,,,,0.005,0.37,0.12,0.0,0.49,0.0
2024-10-15 15:00:00,6928,15,10,,,,,,,,0.005,0.37,0.09,0.0,0.46,0.0
2024-10-15 16:00:00,6929,16,10,,,,,,,,0.016,0.39,0.29,0.0,0.68,0.0
2024-10-15 17:00:00,6930,17,10,,,,,,,,0.005,0.39,0.39,1.25,2.04,18.2
2024-10-15 18:00:00,6931,18,10,,,,,,,,0.005,0.37,0.54,1.52,2.42,26.5
2024-10-15 19:00:00,6932,19,10,,,,,,,,0.005,0.4,0.62,0.56,1.58,27.9
2024-10-15 20:00:00,6933,20,10,,,,,,,,0.005,0.38,0.61,0.0,0.99,0.0
2024-10-15 21:00:00,6934,21,10,,,,,,,,0.005,0.35,0.45,0.0,0.81,0.0
2024-10-15 22:00:00,6935,22,10,,,,,,,,0.005,0.37,0.23,0.0,0.6,0.0
2024-10-15 23:00:00,6936,23,10,,,,,,,,0.005,0.38,0.14,0.0,0.52,0.0
2024-10-16 00:00:00,6937,0,10,,,,,,,,0.005,0.39,0.02,0.0,0.41,0.0
2024-10-16 01:00:00,6938,1,10,,,,,,,,0.005,0.39,0.02,0.0,0.4,0.0
2024-10-16 02:00:00,6939,2,10,,,,,,,,0.005,0.36,0.1,0.0,0.46,0.0
2024-10-16 03:00:00,6940,3,10,,,,,,,,0.005,0.37,0.1,0.0,0.47,0.0
2024-10-16 04:00:00,6941,4,10,,,,,,,,0.005,0.35,0.15,0.0,0.5,0.0
2024-10-16 05:00:00,6942,5,10,,,,,,,,0.005,0.39,0.25,0.0,0.65,0.0
2024-10-16 06:00:00,6943,6,10,,,,,,,,0.005,0.35,0.41,0.76,1.52,6.4
2024-10-16 07:00:00,6944,7,10,,,,,,,,0.005,0.36,0.45,0.68,1.49,15.3
2024-10-16 08:00:00,6945,8,10,,,,,,,,0.005,0.39,0.4,1.06,1.85,39.4
2024-10-16 09:00:00,6946,9,10,,,,,,,,0.006,0.35,0.22,0.0,0.57,0.0
2024-10-16 10:00:00,6947,10,10,,,,,,,,0.005,0.39,0.06,0.0,0.45,0.0
2024-10-16 11:00:00,6948,11,10,,,,,,,,0.005,0.38,0.03,0.0,0.41,0.0
2024-10-16 12:00:00,6949,12,10,,,,,,,,0.038,0.37,0.04,0.0,0.41,0.0
2024-10-16 13:00:00,6950,13,10,,,,,,,,0.005,0.36,0.04,0.0,0.4,0.0
2024-10-16 14:00:00,6951,14,10,,,,,,,,0.005,0.37,0.08,0.0,0.45,0.0
2024-10-16 15:00:00,6952,15,10,,,,,,,,0.005,0.36,0.12,0.0,0.48,0.0
2024-10-16 16:00:00,6953,16,10,,,,,,,,0.005,0.35,0.24,0.0,0.59,0.0
2024-10-16 17:00:00,6954,17,10,,,,,,,,0.005,0.37,0.41,1.1,1.88,24.6
2024-10-16 18:00:00,6955,18,10,,,,,,,,0.005,0.4,0.57,2.17,3.14,17.3
2024-10-16 19:00:00,6956,19,10,,,,,,,,0.005,0.37,0.65,2.41,3.43,16.1
2024-10-16 20:00:00,6957,20,10,,,,,,,,0.005,0.38,0.61,0.0,0.99,0.0
2024-10-16 21:00:00,6958,21,10,,,,,,,,0.005,0.4,0.42,0.0,0.82,0.0
2024-10-16 22:00:00,6959,22,10,,,,,,,,0.005,0.37,0.28,0.0,0.65,0.0
2024-10-16 23:00:00,6960,23,10,,,,,,,,0.005,0.38,0.1,0.0,0.48,0.0
2024-10-17 00:00:00,6961,0,10,,,,,,,,0.005,0.35,0.05,0.0,0.41,0.0
2024-10-17 01:00:00,6962,1,10,,,,,,,,0.005,0.36,0.07,0.0,0.43,0.0
2024-10-17 02:00:00,6963,2,10,,,,,,,,0.005,0.38,0.04,0.0,0.42,0.0
2024-10-17 03:00:00,6964,3,10,,,,,,,,0.005,0.35,0.09,0.0,0.44,0.0
2024-10-17 04:00:00,6965,4,10,,,,,,,,0.005,0.35,0.12,0.0,0.47,0.0
2024-10-17 05:00:00,6966,5,10,,,,,,,,0.005,0.36,0.17,0.0,0.52,0.0
2024-10-17 06:00:00,6967,6,10,,,,,,,,0.005,0.36,0.4,0.65,1.41,49.8
2024-10-17 07:00:00,6968,7,10,,,,,,,,0.005,0.35,0.42,0.8,1.57,44.0
2024-10-17 08:00:00,6969,8,10,,,,,,,,0.005,0.36,0.41,1.12,1.89,31.5
2024-10-17 09:00:00,6970,9,10,,,,,,,,0.005,0.39,0.24,0.0,0.63,0.0
2024-10-17 10:00:00,6971,10,10,,,,,,,,0.005,0.37,0.13,0.0,0.5,0.0
2024-10-17 11:00:00,6972,11,10,,,,,,,,0.005,0.38,0.08,0.0,0.46,0.0
2024-10-17 12:00:00,6973,12,10,,,,,,,,0.005,0.39,0.03,0.0,0.42,0.0
2024-10-17 13:00:00,6974,13,10,,,,,,,,0.005,0.37,0.11,0.0,0.47,0.0
2024-10-17 14:00:00,6975,14,10,,,,,,,,0.005,0.39,0.08,0.0,0.48,0.0
2024-10-17 15:00:00,6976,15,10,,,,,,,,0.005,0.39,0.14,0.0,0.53,0.0
2024-10-17 16:00:00,6977,16,10,,,,,,,,0.005,0.37,0.28,0.0,0.65,0.0
2024-10-17 17:00:00,6978,17,10,,,,,,,,0.005,0.39,0.38,1.6,2.37,9.7
2024-10-17 18:00:00,6979,18,10,,,,,,,,0.005,0.37,0.62,2.47,3.45,4.3
2024-10-17 19:00:00,6980,19,10,,,,,,,,0.005,0.39,0.66,0.7,1.74,23.1
2024-10-17 20:00:00,6981,20,10,,,,,,,,0.005,0.4,0.54,0.0,0.94,0.0
2024-10-17 21:00:00,6982,21,10,,,,,,,,0.005,0.37,0.42,0.0,0.78,0.0
2024-10-17 22:00:00,6983,22,10,,,,,,,,0.005,0.38,0.28,0.0,0.66,0.0
2024-10-17 23:00:00,6984,23,10,,,,,,,,0.005,0.37,0.17,0.0,0.54,0.0
2024-10-18 00:00:00,6985,0,10,,,,,,,,0.005,0.37,0.06,0.0,0.44,0.0
2024-10-18 01:00:00,6986,1,10,,,,,,,,0.005,0.36,0.05,0.0,0.41,0.0
2024-10-18 02:00:00,6987,2,10,,,,,,,,0.007,0.37,0.05,0.0,0.42,0.0
2024-10-18 03:00:00,6988,3,10,,,,,,,,0.005,0.38,0.03,0.0,0.41,0.0
2024-10-18 04:00:00,6989,4,10,,,,,,,,0.005,0.37,0.07,0.0,0.44,0.0
2024-10-18 05:00:00,6990,5,10,,,,,,,,0.005,0.36,0.23,0.0,0.6,0.0
2024-10-18 06:00:00,6991,6,10,,,,,,,,0.005,0.37,0.39,0.25,1.01,51.3
2024-10-18 07:00:00,6992,7,10,,,,,,,,0.011,0.37,0.4,0.72,1.49,35.0
2024-10-18 08:00:00,6993,8,10,,,,,,,,0.005,0.36,0.36,1.12,1.84,11.8
2024-10-18 09:00:00,6994,9,10,,,,,,,,0.005,0.4,0.24,0.0,0.63,0.0
2024-10-18 10:00:00,6995,10,10,,,,,,,,0.005,0.4,0.07,0.0,0.47,0.0
2024-10-18 11:00:00,6996,11,10,,,,,,,,0.005,0.36,0.09,0.0,0.45,0.0
2024-10-18 12:00:00,6997,12,10,,,,,,,,0.005,0.38,0.04,0.0,0.42,0.0
2024-10-18 13:00:00,6998,13,10,,,,,,,,0.005,0.37,0.1,0.0,0.47,0.0
2024-10-18 14:00:00,6999,14,10,,,,,,,,0.005,0.38,0.12,0.0,0.5,0.0
2024-10-18 15:00:00,7000,15,10,,,,,,,,0.005,0.36,0.1,0.0,0.47,0.0
2024-10-18 16:00:00,7001,16,10,,,,,,,,0.005,0.35,0.28,0.0,0.63,0.0
2024-10-18 17:00:00,7002,17,10,,,,,,,,0.005,0.36,0.4,2.24,2.99,25.5
2024-10-18 18:00:00,7003,18,10,,,,,,,,0.005,0.38,0.57,2.01,2.95,11.6
2024-10-18 19:00:00,7004,19,10,,,,,,,,0.005,0.36,0.69,0.73,1.78,26.3
2024-10-18 20:00:00,7005,20,10,,,,,,,,0.005,0.37,0.58,0.0,0.96,0.0
2024-10-18 21:00:00,7006,21,10,,,,,,,,0.005,0.4,0.44,0.0,0.83,0.0
2024-10-18 22:00:00,7007,22,10,,,,,,,,0.005,0.35,0.23,0.0,0.58,0.0
2024-10-18 23:00:00,7008,23,10,,,,,,,,0.005,0.39,0.16,0.0,0.55,0.0
2024-10-19 00:00:00,7009,0,10,,,,,,,,0.017,0.37,0.07,0.0,0.45,0.0
2024-10-19 01:00:00,7010,1,10,,,,,,,,0.005,0.36,0.1,0.0,0.45,0.0
2024-10-19 02:00:00,7011,2,10,,,,,,,,0.005,0.36,0.02,0.0,0.38,0.0
2024-10-19 03:00:00,7012,3,10,,,,,,,,0.005,0.4,0.04,0.0,0.44,0.0
2024-10-19 04:00:00,7013,4,10,,,,,,,,0.005,0.37,0.15,0.0,0.52,0.0
2024-10-19 05:00:00,7014,5,10,,,,,,,,0.005,0.35,0.23,0.0,0.58,0.0
2024-10-19 06:00:00,7015,6,10,,,,,,,,0.005,0.38,0.33,0.3,1.01,23.8
2024-10-19 07:00:00,7016,7,10,,,,,,,,0.005,0.36,0.47,1.08,1.92,47.7
2024-10-19 08:00:00,7017,8,10,,,,,,,,0.005,0.39,0.34,0.22,0.95,50.9
2024-10-19 09:00:00,7018,9,10,,,,,,,,0.005,0.37,0.22,0.0,0.58,0.0
2024-10-19 10:00:00,7019,10,10,,,,,,,,0.024,0.38,0.15,0.0,0.53,0.0
2024-10-19 11:00:00,7020,11,10,,,,,,,,0.005,0.39,0.06,0.0,0.46,0.0
2024-10-19 12:00:00,7021,12,10,,,,,,,,0.005,0.4,0.06,0.0,0.46,0.0
2024-10-19 13:00:00,7022,13,10,,,,,,,,0.005,0.4,0.05,0.0,0.45,0.0
2024-10-19 14:00:00,7023,14,10,,,,,,,,0.005,0.36,0.11,0.0,0.46,0.0
2024-10-19 15:00:00,7024,15,10,,,,,,,,0.005,0.37,0.1,0.0,0.47,0.0
2024-10-19 16:00:00,7025,16,10,,,,,,,,0.013,0.38,0.25,0.0,0.63,0.0
2024-10-19 17:00:00,7026,17,10,,,,,,,,0.009,0.36,0.4,1.9,2.65,21.5
2024-10-19 18:00:00,7027,18,10,,,,,,,,0.005,0.37,0.61,1.8,2.78,27.3
2024-10-19 19:00:00,7028,19,10,,,,,,,,0.005,0.4,0.65,2.39,3.44,25.1
2024-10-19 20:00:00,7029,20,10,,,,,,,,0.005,0.36,0.55,0.0,0.91,0.0
2024-10-19 21:00:00,7030,21,10,,,,,,,,0.005,0.37,0.45,0.0,0.83,0.0
2024-10-19 22:00:00,7031,22,10,,,,,,,,0.005,0.35,0.25,0.0,0.6,0.0
2024-10-19 23:00:00,7032,23,10,,,,,,,,0.005,0.38,0.17,0.0,0.55,0.0
2024-10-20 00:00:00,7033,0,10,,,,,,,,0.059,0.38,0.04,0.0,0.42,0.0
2024-10-20 01:00:00,7034,1,10,,,,,,,,0.005,0.39,0.1,0.0,0.49,0.0
2024-10-20 02:00:00,7035,2,10,,,,,,,,0.005,0.39,0.07,0.0,0.46,0.0
2024-10-20 03:00:00,7036,3,10,,,,,,,,0.005,0.36,0.11,0.0,0.47,0.0
2024-10-20 04:00:00,7037,4,10,,,,,,,,0.005,0.39,0.08,0.0,0.47,0.0
2024-10-20 05:00:00,7038,5,10,,,,,,,,0.005,0.4,0.22,0.0,0.62,0.0
2024-10-20 06:00:00,7039,6,10,,,,,,,,0.005,0.39,0.34,1.02,1.75,50.1
2024-10-20 07:00:00,7040,7,10,,,,,,,,0.005,0.39,0.41,1.07,1.87,2.3
2024-10-20 08:00:00,7041,8,10,,,,,,,,0.005,0.38,0.34,0.21,0.92,35.4
2024-10-20 09:00:00,7042,9,10,,,,,,,,0.005,0.38,0.24,0.0,0.62,0.0
2024-10-20 10:00:00,7043,10,10,,,,,,,,0.005,0.39,0.14,0.0,0.53,0.0
2024-10-20 11:00:00,7044,11,10,,,,,,,,0.005,0.36,0.02,0.0,0.38,0.0
2024-10-20 12:00:00,7045,12,10,,,,,,,,0.005,0.4,0.04,0.0,0.44,0.0
2024-10-20 13:00:00,7046,13,10,,,,,,,,0.005,0.36,0.06,0.0,0.42,0.0
2024-10-20 14:00:00,7047,14,10,,,,,,,,0.005,0.38,0.07,0.0,0.45,0.0
2024-10-20 15:00:00,7048,15,10,,,,,,,,0.005,0.38,0.09,0.0,0.46,0.0
2024-10-20 16:00:00,7049,16,10,,,,,,,,0.009,0.39,0.22,0.0,0.61,0.0
2024-10-20 17:00:00,7050,17,10,,,,,,,,0.005,0.37,0.41,0.96,1.74,0.8
2024-10-20 18:00:00,7051,18,10,,,,,,,,0.005,0.37,0.53,1.16,2.06,7.7
2024-10-20 19:00:00,7052,19,10,,,,,,,,0.005,0.37,0.66,0.88,1.91,19.5
2024-10-20 20:00:00,7053,20,10,,,,,,,,0.005,0.39,0.6,0.0,1.0,0.0
2024-10-20 21:00:00,7054,21,10,,,,,,,,0.005,0.39,0.38,0.0,0.78,0.0
2024-10-20 22:00:00,7055,22,10,,,,,,,,0.005,0.37,0.24,0.0,0.61,0.0
2024-10-20 23:00:00,7056,23,10,,,,,,,,0.005,0.37,0.12,0.0,0.5,0.0
2024-10-21 00:00:00,7057,0,10,,,,,,,,0.005,0.36,0.03,0.0,0.39,0.0
2024-10-21 01:00:00,7058,1,10,,,,,,,,0.005,0.38,0.07,0.0,0.45,0.0
2024-10-21 02:00:00,7059,2,10,,,,,,,,0.007,0.37,0.08,0.0,0.44,0.0
2024-10-21 03:00:00,7060,3,10,,,,,,,,0.005,0.37,0.04,0.0,0.41,0.0
2024-10-21 04:00:00,7061,4,10,,,,,,,,0.005,0.36,0.15,0.0,0.51,0.0
2024-10-21 05:00:00,7062,5,10,,,,,,,,0.005,0.38,0.21,0.0,0.59,0.0
2024-10-21 06:00:00,7063,6,10,,,,,,,,0.005,0.37,0.42,0.42,1.21,27.4
2024-10-21 07:00:00,7064,7,10,,,,,,,,0.005,0.4,0.41,0.62,1.43,24.4
2024-10-21 08:00:00,7065,8,10,,,,,,,,0.012,0.37,0.4,0.66,1.43,4.2
2024-10-21 09:00:00,7066,9,10,,,,,,,,0.005,0.39,0.22,0.0,0.61,0.0
2024-10-21 10:00:00,7067,10,10,,,,,,,,0.005,0.38,0.15,0.0,0.53,0.0
